Johsie Cruz,"10/10/2020, 15:11:04",.@TrumpWarRoom @Scavino45 @WhiteHouse @MattWolking @_Sbenitez @ErinMPerrine @TeamTrump @TimMurtaugh @BlackVoices4DJT @GaryCoby @KLF @BCFPresident @SteveGuest @JennaEllisEsq @hogangidley45 @AndrewHClark @VPComDir @VPPressSec @hannahmac45 @DarinBMiller @_WilliamsonBen @w_terrence https://t.co/IUdXgFHABD,https://twitter.com/JohsieC/status/1314946559440818183
Aja Smith,"10/14/2020, 20:24:10",Did this last week and Hunter Biden story proves my  point on censoring,https://twitter.com/AjaforCongress/status/1316474901599903745
Errol Webber,"10/03/2020, 18:15:47","You need a lot of them for your mental state, but you seem to keep refusing them. https://t.co/OEfXYwfYBq",https://twitter.com/ErrolWebber/status/1312456328590237696
Aja Smith,"10/23/2020, 16:06:16",@robbystarbuck I'm really surprised this wasn't trending big last night,https://twitter.com/AjaforCongress/status/1319671492271980545
"Bucshon, Larry","10/27/2020, 00:42:28",Amy Coney Barrett is supremely qualified to be a Justice on the highest court in the land. President Trump made a great choice in nominating her and I am confident she will do a great job for America.,https://twitter.com/RepLarryBucshon/status/1320888561650995201
Daniel Wood,"10/20/2020, 17:04:05","I had a great day at ⁦@POTUS⁩ Rally in Tucson, Az! #LeadRight #Arizona https://t.co/kXKB4mGkQX",https://twitter.com/DWood4Congress/status/1318598876744478720
Tyler Kistner,"10/24/2020, 00:47:45",".@AngieCraigMN will enable members of her party to pass the Green New Deal. I'm all for conservationism, but we can't sacrifice the economy on the altar of the Green New Deal. #MN02 #SendInTheMarine",https://twitter.com/KistnerCongress/status/1319802727262834688
Jesus Solorio,"10/26/2020, 18:48:40","Check out @IllinoisChannel (@comcast channel 19) tomorrow at 8PM for a rebroadcast of my interview with @JeffBerkowitzPA. 

If you’re in #Cicero, #Berwyn, #Riverside and #MelrosePark tune in! 

🔗 https://t.co/1S8Yre3lHC",https://twitter.com/jesussoloriojr/status/1320799524395327488
Jeff Gorman,"10/07/2020, 00:20:02","Here's the opening line... ""As two mayors of color, we oppose a desalination project that would impose environmental injustice and economic racism on the people of Seaside and Marina in Monterey County.""

and here's a picture of Delgado he published https://t.co/SqPCSRALKg https://t.co/FD0uyDdye3",https://twitter.com/JeffGormanMRY/status/1313635159757914115
"Greene, Marjorie Taylor","10/28/2020, 23:34:14","TUNE IN NOW!

Going on air with @JoeTalkShow!

#SASS https://t.co/EOHzGGVPgb",https://twitter.com/mtgreenee/status/1321596165528408064
"Massie, Thomas","10/16/2020, 00:53:07",@CardinalStelts @AndyBeshearKY @LuckyDuckPub 😞,https://twitter.com/RepThomasMassie/status/1316904974992003075
Rob Weber,"10/13/2020, 15:36:52","Ohio, it is time for a change. https://t.co/kjEVV6fuLI",https://twitter.com/WestPointWeber/status/1316040215971196931
Vennia Francois,"10/30/2020, 13:58:54","She is aware of Central Florida's future needs as tourism rebounds from Covid, as our transportation hub with the airport and train hub expands and UCF Downtown, with technology and innovation with the Incubator companies. My voice and my vote is for Vennia!",https://twitter.com/Vennia4Congress/status/1322176151868026880
